Year,Paper ID,Title,Author,Affiliation,Country,Latitude,Longitude,Coordinates,Keywords
2022,58,The 2022 Revision of the PREMIS Rights Entity,Micky Lindlar,TIB Leibniz Information Centre for Science and Technology,Germany,51.165691,10.451526,"51.165691, 10.451526","PREMIS, Rights, Datamodel"
2022,59,Macintosh Resource Forks - Choosing File Formats for Preservation,Tyler Thorsted,Church of Jesus Christ of Latter-day Saints,United States,37.09024,-95.712891,"37.09024, -95.712891","Macintosh, Resource Fork, HFS, Risk, Finder"
2022,60,"Right Click to Preserve: Preservation, NFTs, and Distributed Ledgers",John Bell,Dartmouth College,United States,37.09024,-95.712891,"37.09024, -95.712891","NFT, Blockchain, Emulation, Variable Media"
2022,60,"Right Click to Preserve: Preservation, NFTs, and Distributed Ledgers",Regina Harsanyi,Independent Conservator,United States,37.09024,-95.712891,"37.09024, -95.712891","NFT, Blockchain, Emulation, Variable Media"
2023,3794,IPARO: InterPlanetary Archival Record Object for Decentralized Web Archiving and Replay,Sawood Alam,Internet Archive,United States,37.09024,-95.712891,"37.09024, -95.712891","IPARO, IPFS, Decentralized Web, DWeb, Web Archiving"
2023,3824,Content-Based Characterization of the End of Term Web Archive,Sawood Alam,Internet Archive,United States,37.09024,-95.712891,"37.09024, -95.712891","web archives, End of Term Web Archive, WARC Metadata Sidecar"
2022,60,"Right Click to Preserve: Preservation, NFTs, and Distributed Ledgers",Jon Ippolito,University of Maine,United States,37.09024,-95.712891,"37.09024, -95.712891","NFT, Blockchain, Emulation, Variable Media"
2022,61,EMA: Brazilian Cultural Heritage Image Dataset - Towards AI-based metadata annotation of digital collections,Dalton Martins,University of Brasília,Brazil,-14.235004,-51.92528,"-14.235004, -51.92528","Digital Cultural Heritage, Thesaurus, Automatic Annotation, Deep Learning, Computer Vision"
2022,61,EMA: Brazilian Cultural Heritage Image Dataset - Towards AI-based metadata annotation of digital collections,Paula D. Paro Costa,University of Campinas,Brazil,-14.235004,-51.92528,"-14.235004, -51.92528","Digital Cultural Heritage, Thesaurus, Automatic Annotation, Deep Learning, Computer Vision"
2022,61,EMA: Brazilian Cultural Heritage Image Dataset - Towards AI-based metadata annotation of digital collections,Vagner Inácio de Oliveira,University of Campinas,Brazil,-14.235004,-51.92528,"-14.235004, -51.92528","Digital Cultural Heritage, Thesaurus, Automatic Annotation, Deep Learning, Computer Vision"
2023,1265,Approaches to Digital Preservation Product and Service Sustainability: Comparing alternate approaches,Oya Y. Rieger,ITHAKA,United States,37.09024,-95.712891,"37.09024, -95.712891","Products, Services, Standards"
2023,1862,"The What, Why and How of a Digital Preservation DPS: The process by which a Dynamic Purchasing System for Digital Preservation service may (or may not) be adopted",Karen Colbron,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Dynamic Purchasing system, Jisc, Procurement"
2023,6883,Tipping Point: Have we gone past the point where we can handle the Digital Preservation Deluge?,Karen Colbron,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Data doomsday, Tipping point, Data deluge"
2022,62,OPTIMIZING MEMORY FOR LEGACY DOS SYSTEMS,Denise de Vries,Swinburne University of Technology / Flinders University,Australia,-25.274398,133.775136,"-25.274398, 133.775136","DOS, memory management, IBM-compatible"
2022,63,Developing an approach for archiving Digital Audio Workstation projects: A pilot study,Michael Brown,Alexander Turnbull Library Te Puna M?tauranga o Aotearoa National Library of New Zealand,New Zealand,-40.900557,174.885971,"-40.900557, 174.885971","digital audio workstation, music archiving"
2023,1862,"The What, Why and How of a Digital Preservation DPS: The process by which a Dynamic Purchasing System for Digital Preservation service may (or may not) be adopted",Paul Stokes,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Dynamic Purchasing system, Jisc, Procurement"
2023,3587,"Plus Ça Change…? Eight years after the end of the 4C project, what next for the Curation Costs Exchange?",Paul Stokes,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","4C Project, Sustainability, Community consultation, CCEx, CCT"
2023,6883,Tipping Point: Have we gone past the point where we can handle the Digital Preservation Deluge?,Paul Stokes,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Data doomsday, Tipping point, Data deluge"
2022,63,Developing an approach for archiving Digital Audio Workstation projects: A pilot study,Valerie Love,Alexander Turnbull Library Te Puna M?tauranga o Aotearoa National Library of New Zealand,New Zealand,-40.900557,174.885971,"-40.900557, 174.885971","digital audio workstation, music archiving"
2022,64,The Bits In The Bytes: Understanding File Format Identification,Andrea Hricikova,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Collaboration, Hex, Community, Formats, Conversation."
2022,64,The Bits In The Bytes: Understanding File Format Identification,Andrey Kotov,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Collaboration, Hex, Community, Formats, Conversation."
2023,2131,Be careful what you campaign for: How formal organization practice may negatively impact adaptability aspects of preservation,Daniel Steinmeier,KBNL National Library of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Organizational theory, learning organization, adaptability, stability"
2022,64,The Bits In The Bytes: Understanding File Format Identification,Francesca Mackenzie,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Collaboration, Hex, Community, Formats, Conversation."
2022,64,The Bits In The Bytes: Understanding File Format Identification,Kathryn Phelps,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Collaboration, Hex, Community, Formats, Conversation."
2022,67,From Outpost to Community: Strengthening support for the Australasian digital preservation community through regional presence,Michaela Hart,Department of Health Victoria,Australia,-25.274398,133.775136,"-25.274398, 133.775136","Engagement, Community, Capacity, Partnerships, Collaboration"
2022,67,From Outpost to Community: Strengthening support for the Australasian digital preservation community through regional presence,Jaye Weatherburn,The University of Melbourne,Australia,-25.274398,133.775136,"-25.274398, 133.775136","Engagement, Community, Capacity, Partnerships, Collaboration"
2022,67,From Outpost to Community: Strengthening support for the Australasian digital preservation community through regional presence,Alexis Tindall,University of Adelaide Library,Australia,-25.274398,133.775136,"-25.274398, 133.775136","Engagement, Community, Capacity, Partnerships, Collaboration"
2022,68,Metadata Quality in Digital Libraries: An Analysis of Survey Response Data,Rachel White,Colgate University,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Library Federation, Digital libraries, Digital repositories, Metadata assessment, Survey response data"
2022,68,Metadata Quality in Digital Libraries: An Analysis of Survey Response Data,Madison Chartier,Oklahoma State University,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Library Federation, Digital libraries, Digital repositories, Metadata assessment, Survey response data"
2023,699,"PREMIS Implementation Fair Workshop, Exchanging Experiences using PREMIS",Karin Bredenberg,Kommunalförbundet Sydarkivera,Sweden,60.128161,18.643501,"60.128161, 18.643501","PREMIS, Preservation, Metadata, Preservation Metadata"
2023,1702,"Understanding and implementing mets, A tutorial focused on METS 2",Karin Bredenberg,Kommunalförbundet Sydarkivera,Sweden,60.128161,18.643501,"60.128161, 18.643501","Metadata and information strategies and workflows; Infrastructure, systems, and tools; Case studies, best practices and novel challenges; Training and education for a new version"
2023,9415,PREMIS in a Page: A beginner’s guide to the PREMIS Data Model,Karin Bredenberg,Kommunalförbundet Sydarkivera,Sweden,60.128161,18.643501,"60.128161, 18.643501","PREMIS, Metadata, Data Model, Preservation Metadata"
2022,68,Metadata Quality in Digital Libraries: An Analysis of Survey Response Data,Steven Gentry,University of Michigan,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Library Federation, Digital libraries, Digital repositories, Metadata assessment, Survey response data"
2022,68,Metadata Quality in Digital Libraries: An Analysis of Survey Response Data,Hannah Tarver,University of North Texas,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Library Federation, Digital libraries, Digital repositories, Metadata assessment, Survey response data"
2022,68,Metadata Quality in Digital Libraries: An Analysis of Survey Response Data,Meredith L. Hale,"University of Tennessee, Knoxville",United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Library Federation, Digital libraries, Digital repositories, Metadata assessment, Survey response data"
2023,2056,From Theory to Practice: Understanding the Evolution of a Digital Preservation Project from Conception to Final Repository. Some Real Cases,Antonio Guillermo Martinez,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Digital Preservation Project, Digital Repositories, Implementation"
2023,5247,Archiver Project: A Successful Public-Private Collaborative Project,Antonio Guillermo Martinez,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Digital Preservation, Research and Development, Collaboration, public-private"
2023,6808,How To Preserve Research Datasets - Labdrive Tutorial,Antonio Guillermo Martinez,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Research Data Management, Digital Preservation, Software"
2022,68,Metadata Quality in Digital Libraries: An Analysis of Survey Response Data,Rachel J. Wittmann,University of Utah,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Library Federation, Digital libraries, Digital repositories, Metadata assessment, Survey response data"
2023,2056,From Theory to Practice: Understanding the Evolution of a Digital Preservation Project from Conception to Final Repository. Some Real Cases,Maria Fuertes,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Digital Preservation Project, Digital Repositories, Implementation"
2023,5247,Archiver Project: A Successful Public-Private Collaborative Project,Maria Fuertes,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Digital Preservation, Research and Development, Collaboration, public-private"
2023,6808,How To Preserve Research Datasets - Labdrive Tutorial,Maria Fuertes,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Research Data Management, Digital Preservation, Software"
2022,71,Cyber Resilience,Greg Hewitson,Dell,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973",0
2022,72,Preservation Watch: Working Towards A Supra-Organizational Preservation Watch Function Within The Dutch Digital Heritage Network,Tamara van Zwol,Dutch Digital Heritage Network,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Preservation Watch, Community, Supra-Organizational, Exchange"
2022,72,Preservation Watch: Working Towards A Supra-Organizational Preservation Watch Function Within The Dutch Digital Heritage Network,Lotte Wijsman,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Preservation Watch, Community, Supra-Organizational, Exchange"
2022,72,Preservation Watch: Working Towards A Supra-Organizational Preservation Watch Function Within The Dutch Digital Heritage Network,Eva van den Hurk – van ‘t Klooster,Regional Historical Centre Vecht en Venen,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Preservation Watch, Community, Supra-Organizational, Exchange"
2022,73,FROM RAY CATS TO DPC RAM: HOW BEST TO PRESERVE A DIGITAL MEMORY OF THE NUCLEAR DECOMMISSIONING PROCESS,Jenny Mitcham,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","DPC, NDA, RAM, knowledge, sharing"
2022,73,FROM RAY CATS TO DPC RAM: HOW BEST TO PRESERVE A DIGITAL MEMORY OF THE NUCLEAR DECOMMISSIONING PROCESS,Michael Popham,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","DPC, NDA, RAM, knowledge, sharing"
2023,6717,Quality Preservation: Emerging Quality Assurance Practices in the Library of Congress Web Archives,Grace Bicho,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","Web Archives, Quality Assurance, Workflows, Human-centered digital practitioners"
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Amber L. Cushing,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Cian Ormond,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2023,131,"Policies, Risks and Strategies: A File Format Debate",Kate Murray,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","File formats, file format policy, file format assessment, preservation planning, preservation strategy"
2023,8966,Evolution of Born-Digital Moving Image Processing : Moving to scalable and sustainable workflows,Laura Drake Davis,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","moving image, digital workflows, scalability, technical infrastructure, digital preservation"
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Gerard Quine,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2023,6717,Quality Preservation: Emerging Quality Assurance Practices in the Library of Congress Web Archives,Meghan Lyon,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","Web Archives, Quality Assurance, Workflows, Human-centered digital practitioners"
2023,8966,Evolution of Born-Digital Moving Image Processing : Moving to scalable and sustainable workflows,Rachel Curtis,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","moving image, digital workflows, scalability, technical infrastructure, digital preservation"
2023,1265,Approaches to Digital Preservation Product and Service Sustainability: Comparing alternate approaches,Thib Guicherd-Callin,LOCKSS,United States,37.09024,-95.712891,"37.09024, -95.712891","Products, Services, Standards"
2023,3582,Embedding Preservability: Iframes in Complex Scholarly Publications,Thib Guicherd-Callin,LOCKSS,United States,37.09024,-95.712891,"37.09024, -95.712891","websites, publishing, publications"
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Martina Reba,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Morgan McGann,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Niamh Hegarty,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Payton Kufeldt,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Phoebe Doyle,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Rebecca Kelly,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Ronan Woods,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2023,8495,"This Is Fedora 6.x: Understanding the Oxford Common File Layout, Intro to Migration Tools and Understanding Community Developed Integrations",Arran Griffith,Lyrasis - Fedora Program,Canada,56.130366,-106.346771,"56.130366, -106.346771","Fedora, Repository, Open Source, Migrations"
2023,8495,"This Is Fedora 6.x: Understanding the Oxford Common File Layout, Intro to Migration Tools and Understanding Community Developed Integrations",Dan Field,Lyrasis - Fedora Program,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Fedora, Repository, Open Source, Migrations"
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Sarah Conroy,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2023,654,Digital Records Curation at the East and Southern African Universities Institutional Repositories (IRs),Juliet Awinja Erima,Moi University,Kenya,-0.023559,37.906193,"-0.023559, 37.906193","Botswana, Kenya, Universities, Digital records curation, Institutional repositories"
2022,74,How do users discover digital preservation tools? Report on a survey of professionals,Tess Burchmore,University College Dublin,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","Digital preservation tools, surveys."
2023,131,"Policies, Risks and Strategies: A File Format Debate",Leslie Johnston,National Archives and Records Administration (NARA),United States,37.09024,-95.712891,"37.09024, -95.712891","File formats, file format policy, file format assessment, preservation planning, preservation strategy"
2022,75,The Value of Catastrophic Data Loss : Data loss as a community benefit,Sarah Middleton,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, Cost, Value, Risk, Data loss"
2023,7393,"Around for Decades, Gone in a Flash: How we dealt with Flash objects and the National Archives of the Netherlands",Jacob Takema,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Flash, emulation, migration"
2022,75,The Value of Catastrophic Data Loss : Data loss as a community benefit,Paul Stokes,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, Cost, Value, Risk, Data loss"
2022,75,The Value of Catastrophic Data Loss : Data loss as a community benefit,Tamsin Burland,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, Cost, Value, Risk, Data loss"
2023,7393,"Around for Decades, Gone in a Flash: How we dealt with Flash objects and the National Archives of the Netherlands",Lotte Wijsman,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Flash, emulation, migration"
2023,7393,"Around for Decades, Gone in a Flash: How we dealt with Flash objects and the National Archives of the Netherlands",Marin Rappard,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Flash, emulation, migration"
2023,7393,"Around for Decades, Gone in a Flash: How we dealt with Flash objects and the National Archives of the Netherlands",Remco van Veenendaal,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Flash, emulation, migration"
2023,6397,Lessons From The Future: Looking Back On Policy Development,Kieran O'Leary,National Library of Ireland,Ireland,53.7797554,-7.3055309,"53.7797554, -7.3055309","policy, outreach, documentation, advocacy"
2023,4814,Storage and Standards: Shaping Version 4 of the DP Storage Criteria,Andrea Goethals,National Library of New Zealand,New Zealand,-40.900557,174.885971,"-40.900557, 174.885971","preservation storage, standards"
2023,6372,Community is We: Modeling Collective Action as a Framework for Digital Preservation,Andrea Goethals,National Library of New Zealand,New Zealand,-40.900557,174.885971,"-40.900557, 174.885971",Best practices; education; collaboration; shared research
2023,4814,Storage and Standards: Shaping Version 4 of the DP Storage Criteria,Cynthia Wu,National Library of New Zealand,New Zealand,-40.900557,174.885971,"-40.900557, 174.885971","preservation storage, standards"
2023,6397,Lessons From The Future: Looking Back On Policy Development,Martin Gengenbach,National Library of New Zealand,New Zealand,-40.900557,174.885971,"-40.900557, 174.885971","policy, outreach, documentation, advocacy"
2022,77,"IT'S ALL IMPORTANT OF COURSE, BUT…",Paul Stokes,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, Cost, Value, Risk, Data loss"
2023,131,"Policies, Risks and Strategies: A File Format Debate",Sam Alloing,National Library of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","File formats, file format policy, file format assessment, preservation planning, preservation strategy"
2023,4735,Monitoring File Format Obsolescence In Reporsitories. An applied method,Sam Alloing,National Library of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","preservation watch, file formats, applied research, file format obsolescence, Bass diffusion model"
2022,77,"IT'S ALL IMPORTANT OF COURSE, BUT…",Tamsin Burland,Jisc,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, Cost, Value, Risk, Data loss"
2022,79,A Labor of Language: Building The Global Preservation Community Through Funded Translation Projects,Pamela Vízner,AVP,United States,37.09024,-95.712891,"37.09024, -95.712891","documentation, translation, metadata, labor"
2022,79,A Labor of Language: Building The Global Preservation Community Through Funded Translation Projects,Rebecca Fraimow,GBH Archives,United States,37.09024,-95.712891,"37.09024, -95.712891","documentation, translation, metadata, labor"
2023,4553,Virtualization for processing and accessing digital archives,Brian Dietz,NC State University Libraries,United States,37.09024,-95.712891,"37.09024, -95.712891","Containerization, desktop virtualization, virtual machine, special collections, born-digital archives, virtual reading room"
2023,4553,Virtualization for processing and accessing digital archives,Shelly Black,NC State University Libraries,United States,37.09024,-95.712891,"37.09024, -95.712891","Containerization, desktop virtualization, virtual machine, special collections, born-digital archives, virtual reading room"
2022,79,A Labor of Language: Building The Global Preservation Community Through Funded Translation Projects,Juana Suárez,New York University,United States,37.09024,-95.712891,"37.09024, -95.712891","documentation, translation, metadata, labor"
2023,699,"PREMIS Implementation Fair Workshop, Exchanging Experiences using PREMIS",Marjolein Steeman,Netherlands Institute for Sound&Vision,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","PREMIS, Preservation, Metadata, Preservation Metadata"
2022,79,A Labor of Language: Building The Global Preservation Community Through Funded Translation Projects,Lorena Ramírez-López,Webrecorder,United States,,,,"documentation, translation, metadata, labor"
2022,79,A Labor of Language: Building The Global Preservation Community Through Funded Translation Projects,Lorena Ramírez-López,Webrecorder,Chile,,,,"documentation, translation, metadata, labor"
2023,2996,Server-Side Web Archiving Using ReproZip-Web,Katherine Boss,New York University,United States,37.09024,-95.712891,"37.09024, -95.712891","Dynamic web archiving, Server-side web archiving, ReproZip-Web, Webrecorder"
2023,1046,From Silos to Community: The Path to a Holistic Digital Preservation Policy,Laura McCann,New York University,United States,37.09024,-95.712891,"37.09024, -95.712891","Community of Practice, Documentation, Policy, Preservation Strategy, Stewardship"
2023,2996,Server-Side Web Archiving Using ReproZip-Web,Remi Rampin,New York University,United States,37.09024,-95.712891,"37.09024, -95.712891","Dynamic web archiving, Server-side web archiving, ReproZip-Web, Webrecorder"
2023,2996,Server-Side Web Archiving Using ReproZip-Web,Vicky Rampin,New York University,United States,37.09024,-95.712891,"37.09024, -95.712891","Dynamic web archiving, Server-side web archiving, ReproZip-Web, Webrecorder"
2023,1046,From Silos to Community: The Path to a Holistic Digital Preservation Policy,Weatherly A. Stephan,New York University,United States,37.09024,-95.712891,"37.09024, -95.712891","Community of Practice, Documentation, Policy, Preservation Strategy, Stewardship"
2023,3582,Embedding Preservability: Iframes in Complex Scholarly Publications,Jonathan Greenberg,New York University Libraries,United States,37.09024,-95.712891,"37.09024, -95.712891","websites, publishing, publications"
2023,3521,Revision-safe archiving and license-controlled access using distributed ledger technology,Carlijn Keijzer,"NIOD Instituut voor Oorlogs-, Holocaust- en Genocidestudies",Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Blockchain, Distributed Ledger, Digital Repository, Electronic Archiving"
2023,3521,Revision-safe archiving and license-controlled access using distributed ledger technology,Victor-Jan Vos,"NIOD Instituut voor Oorlogs-, Holocaust- en Genocidestudies",Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Blockchain, Distributed Ledger, Digital Repository, Electronic Archiving"
2022,80,“We’re all doing the best we can with what we’ve got” : Preservation practices of Data Curation Network members,Mikala Narlock,"Data Curation Network, University of Minnesota",United States,37.09024,-95.712891,"37.09024, -95.712891","Research data, Peer comparisons, Data curation, Data preservation"
2022,80,“We’re all doing the best we can with what we’ve got” : Preservation practices of Data Curation Network members,Hoa Luong,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","Research data, Peer comparisons, Data curation, Data preservation"
2022,80,“We’re all doing the best we can with what we’ve got” : Preservation practices of Data Curation Network members,Jon Petters,Virginia Tech,United States,37.09024,-95.712891,"37.09024, -95.712891","Research data, Peer comparisons, Data curation, Data preservation"
2022,81,OPEN ACCESS BOOKS AND DIGITAL PRESERVATION,Alicia Wise,CLOCKSS,United States,37.09024,-95.712891,"37.09024, -95.712891","open access, books, monographs, preservation"
2022,81,OPEN ACCESS BOOKS AND DIGITAL PRESERVATION,Mikael Laakso,Hanken School of Economics,Finland,61.92411,25.748151,"61.9241099999999, 25.748151","open access, books, monographs, preservation"
2022,81,OPEN ACCESS BOOKS AND DIGITAL PRESERVATION,Ronald Snijder,OAPEN Foundation,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","open access, books, monographs, preservation"
2022,85,"Changing Curriculums for a Changing World? Living in Interesting Times: Digital Preservation Education, Pedagogy and Skills",Ann Gow,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Pedagogy, Skills Training, Education"
2022,85,"Changing Curriculums for a Changing World? Living in Interesting Times: Digital Preservation Education, Pedagogy and Skills",Kathryn Simpson,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Pedagogy, Skills Training, Education"
2022,85,"Changing Curriculums for a Changing World? Living in Interesting Times: Digital Preservation Education, Pedagogy and Skills",Paul Gooding,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Pedagogy, Skills Training, Education"
2023,1741,EaaSI preservation of Mobile Applications,Jurek Oberhauser,OpenSLX,Germany,51.165691,10.451526,"51.165691, 10.451526","emulation, mobile, apps, applications"
2023,7513,PDF/mail: From Theory Towards Practice,Duff Johnson,PDF Association,United States,37.09024,-95.712891,"37.09024, -95.712891",Email; File Format; Specification Development; Software; Metadata
2023,7513,PDF/mail: From Theory Towards Practice,Peter Wyatt,PDF Association,Australia,-25.274398,133.775136,"-25.274398, 133.775136",Email; File Format; Specification Development; Software; Metadata
2022,85,"Changing Curriculums for a Changing World? Living in Interesting Times: Digital Preservation Education, Pedagogy and Skills",Yunhyong Kim,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Pedagogy, Skills Training, Education"
2022,85,"Changing Curriculums for a Changing World? Living in Interesting Times: Digital Preservation Education, Pedagogy and Skills",Zoe Bartliff,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Pedagogy, Skills Training, Education"
2023,5632,Tutorial: Up And Running With Ark Persistable Identifiers,Donny Winston,Polyneme LLC,United States,37.09024,-95.712891,"37.09024, -95.712891","persistent identifier, open access, URL, URI"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Juha Lehtonen,CSC - IT Center for Science,Finland,61.92411,25.748151,"61.9241099999999, 25.748151","maturity modeling, assessment, benchmarking, community, DPC RAM"
2023,3582,Embedding Preservability: Iframes in Complex Scholarly Publications,Karen Hanson,Portico,United States,37.09024,-95.712891,"37.09024, -95.712891","websites, publishing, publications"
2023,948,A Question of Character: How do we automatically recharacterize data at cloud scales?,David Clipsham,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Scalability, Automation, Characterization, Preservation Actions"
2023,948,A Question of Character: How do we automatically recharacterize data at cloud scales?,Divyesh Soni,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Scalability, Automation, Characterization, Preservation Actions"
2022,91,Going for Gold or Good Enough? Observations on three years of benchmarking with DPC RAM,Jenny Mitcham,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","maturity modeling, assessment, benchmarking, community, DPC RAM"
2023,948,A Question of Character: How do we automatically recharacterize data at cloud scales?,Jack O'Sullivan,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Scalability, Automation, Characterization, Preservation Actions"
2023,1265,Approaches to Digital Preservation Product and Service Sustainability: Comparing alternate approaches,Jack O'Sullivan,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Products, Services, Standards"
2023,9415,PREMIS in a Page: A beginner’s guide to the PREMIS Data Model,Jack O'Sullivan,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","PREMIS, Metadata, Data Model, Preservation Metadata"
2023,948,A Question of Character: How do we automatically recharacterize data at cloud scales?,Jonathan Tilbury,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Scalability, Automation, Characterization, Preservation Actions"
2023,948,A Question of Character: How do we automatically recharacterize data at cloud scales?,Richard Smith,Preservica Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Scalability, Automation, Characterization, Preservation Actions"
2023,1265,Approaches to Digital Preservation Product and Service Sustainability: Comparing alternate approaches,David Giaretta,Primary Trustworthy Digital Repository Authorisation Body Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Products, Services, Standards"
2022,91,Going for Gold or Good Enough? Observations on three years of benchmarking with DPC RAM,Paul Wheatley,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","maturity modeling, assessment, benchmarking, community, DPC RAM"
